datatype,objectid,displayorder,forwardtext,invertedtext,remarks,effectivedate
previous_attribution,46049,1,Italian School,Italian School,Attribution at time of gift,
previous_attribution,46050,1,Sir Peter Lely,"Lely, Sir Peter",Attribution at time of gift,
previous_attribution,46052,1,Jean-Marc Nattier,"Nattier, Jean-Marc","Attribution at time of acquisition
",
previous_attribution,46054,1,Portuguese 17th Century,Portuguese 17th Century,Attribution at time of gift,
previous_attribution,46056,1,School of Sir Peter Paul Rubens,"Rubens, Sir Peter Paul, School of",Attribution at time of gift,
previous_attribution,46057,1,School of Sir Peter Paul Rubens,"Rubens, Sir Peter Paul, School of",Attribution at time of gift,
previous_attribution,46061,1,Circle of Tintoretto,Circle of Tintoretto,Bd. Tr. 1/25/2018,2018-01-25
previous_attribution,46061,2,Marco Tintoretto,"Tintoretto, Marco",Attribution at time of acquisition,1960
previous_attribution,46062,2,Titian and Assistant,Titian and Assistant,Bd. Tr. approval 5/3/1972,1972-05-03
previous_attribution,46062,3,Attributed to Titian,"Titian, Attributed to",Attribution at time of gift,1960
previous_attribution,46063,1,Attributed to Titian,"Titian, Attributed to",Attribution at time of gift,
previous_attribution,46065,1,Attributed to Elisabeth Vigée-LeBrun,"Vigée-LeBrun, Elisabeth, Attributed to","Attribution at time of acquisition
",
previous_attribution,46084,1,Martin Desjardins,"Desjardins, Martin",Attribution at time of gift,
previous_attribution,46084,2,German 19th Century (?),German 19th Century (?),Bd. Tr. approval 9/24/75,
previous_attribution,46085,1,Attributed to Michelangelo Buonarroti,"Michelangelo Buonarroti, Attributed to",Attribution at time of gift,
previous_attribution,46096,1,Netherlandish 15th Century,Netherlandish 15th Century,Attribution at time of acquisition,          
previous_attribution,46099,1,Bass Otis,"Otis, Bass",Attribution at time of acquisition,
previous_attribution,46101,1,Attributed to Bernardo Daddi,"Daddi, Bernardo, Attributed to",Bd. Tr. approval 1/9/64,1964-01-09
previous_attribution,46101,2,Bernardo Daddi,"Daddi, Bernardo",Attribution at time of gift,1961
previous_attribution,46103,1,Bartolo di Fredi,Bartolo di Fredi,Attribution at time of gift,
previous_attribution,46117,1,Jean-Honoré Fragonard,"Fragonard, Jean-Honoré","Attribution at time of acquistion
",
previous_attribution,46120,1,"Hans Holbein, the Younger","Holbein, Hans, the Younger",Attribution at time of gift,
previous_attribution,46126,1,Lucas van Leyden,Lucas van Leyden,Attribution at time of gift,
previous_attribution,46127,1,Hans Memling,"Memling, Hans",Attribution at time of gift,
previous_attribution,46131,1,Sir Peter Paul Rubens,"Rubens, Peter Paul, Sir","Attribution at time of acquisition
",
previous_attribution,46135,1,Jan van Scorel,"Scorel, Jan van",Attribution at time of gift,
previous_attribution,46147,1,Veronese,Veronese,Attribution at time of acquisition,1961
previous_attribution,46150,1,Marco Zoppo,"Zoppo, Marco","Attribution at time of acquisition
",
previous_attribution,46160,1,Simon Vouet,"Vouet, Simon","Attribution at time of acquisiton
",1961
previous_attribution,46162,1,Bernardo Bellotto,"Bellotto, Bernardo",Attribution at time of gift,
previous_attribution,46163,1,Bernardo Bellotto,"Bellotto, Bernardo",Attribution at time of gift,
previous_attribution,46165,1,Dirck Bouts,"Bouts, Dirck",Attribution at time of gift,
previous_attribution,46166,1,Bramantino,Bramantino,Attribution at time of gift,
previous_attribution,46172,1,Orazio Gentileschi,"Gentileschi, Orazio",Attribution at time of gift,
previous_attribution,46173,1,Francisco de Goya,"Goya, Francisco de",,
previous_attribution,46176,3,Follower of Duccio di Buoninsegna,"Duccio di Buoninsegna, Follower of",Bd. Tr. approval 5/6/1964,1964-05-06
previous_attribution,46176,1,Master of Badia a Isola,Master of Badia a Isola,Attribution at time of gift,1961
previous_attribution,46176,2,Circle of Master of Badia a Isola,"Master of Badia a Isola, Circle of",Bd. Tr. approval 1/9/1964,1964-01-09
previous_attribution,46178,1,Antonis Mor,"Mor, Antonis",Attribution at time of gift,
previous_attribution,46179,2,Bertoia,Bertoia,Bd. Tr. approval 1/9/74,
previous_attribution,46179,1,Niccolo dell' Abate and Denys Calvaert,"Abate, Niccolo dell' and Denys Calvaert",Attribution at time of gift,
previous_attribution,46191,2,Attributed to Louis-Joseph Le Lorrain,"Le Lorrain, Louis-Joseph, Attributed to","Bd. Tr. approval 10/1/1992
",
previous_attribution,46191,1,Venetian 18th Century,Venetian 18th Century,Attribution at time of gift,
previous_attribution,46193,1,Cristoforo Solari,"Solari, Cristoforo",Attribution at time of gift,
previous_attribution,46194,1,North Italian School,North Italian School,Attribution at time of gift,
previous_attribution,46195,1,Michelozzo Michelozzi,"Michelozzi, Michelozzo",Attribution at time of gift,
previous_attribution,46196,1,Nino Pisano,Nino Pisano,Attribution at time of gift,
previous_attribution,46197,1,Nino Pisano,Nino Pisano,Attribution at time of gift,
previous_attribution,46199,1,Jacopo Sansovino,"Sansovino, Jacopo",Attribution at time of gift,
previous_attribution,46200,1,Jacopo Sansovino,"Sansovino, Jacopo",Attribution at time of gift,
previous_attribution,46202,2,Circle of Giovanni di Turino,"Giovanni di Turino, Circle of",Bd. Tr. approval 10/1/1987,1987-10-01
previous_attribution,46202,1,Giovanni di Turino,Giovanni di Turino,Attribution at time of gift,
previous_attribution,46225,1,Italian 15th Century,Italian 15th Century,Attribution at time of acquisitioni,""
previous_attribution,46249,1,Italian 15th Century,Italian 15th Century,Attribution at time of acquisition,          
previous_attribution,46277,1,after Maso Finiguerra,"Finiguerra, Maso, after","Attribution at time of acquisition
",
previous_attribution,46283,1,North Italian 15th Century,North Italian 15th Century,Attribution at time of gift,
previous_attribution,46284,1,North Italian 15th Century,North Italian 15th Century,Attribution at time of gift,
previous_attribution,46285,1,Boas Ulrich,"Ulrich, Boas","Attribution at time of acquisition
",
previous_attribution,46286,1,Sienese 16th Century,Sienese 16th Century,Attribution at time of gift,
previous_attribution,46287,1,Sienese 16th Century,Sienese 16th Century,Attribution at time of gift,
previous_attribution,46288,1,Sienese 16th Century,Sienese 16th Century,Attribution at time of gift,
previous_attribution,46289,1,Sienese 16th Century,Sienese 16th Century,Attribution at time of gift,
previous_attribution,46290,1,Sienese 16th Century,Sienese 16th Century,Attribution at time of gift,
previous_attribution,46291,1,Sienese 16th Century,Sienese 16th Century,Attribution at time of gift,
previous_attribution,46292,1,Sienese 16th Century,Sienese 16th Century,Attribution at time of gift,
previous_attribution,46293,1,Sienese 16th Century,Sienese 16th Century,Attribution at time of gift,
previous_attribution,46294,1,Sienese 16th Century,Sienese 16th Century,Attribution at time of gift,
previous_attribution,46295,1,Venetian 15th Century,Venetian 15th Century,Attribution at time of gift,
previous_attribution,46296,3,Probably Florentine 15th Century,"Florentine 15th Century, Probably",Change memo 10/9/91,1991-10-09
previous_attribution,46296,2,Attributed to Florentine 15th Century,"Florentine 15th Century, Attributed to",Bd. Tr. approval 10/1/87,1987-10-01
previous_attribution,46296,1,Venetian 15th Century,Venetian 15th Century,Attribution at time of gift,
previous_attribution,46304,1,Honoré Daumier,"Daumier, Honoré",Attribution at time of gift,
previous_attribution,46305,1,Honoré Daumier,"Daumier, Honoré",Attribution at time of gift,
previous_attribution,46356,1,Claude Lorrain,Claude Lorrain,,
previous_attribution,46468,1,Francisco de Goya,"Goya, Francisco de",Attribution at time of gift,
previous_attribution,46469,1,Francisco de Goya,"Goya, Francisco de",,
previous_attribution,46494,2,Follower of Eugène Delacroix,"Delacroix, Eugène, Follower of",Bd. Tr. approval 9/26/1972,
previous_attribution,46494,1,Eugène Delacroix,"Delacroix, Eugène",Attribution at time of gift,
previous_attribution,46494,3,Follower of Eugène Delacroix (Possibly Pierre Andrieu),"Delacroix, Eugène, Follower of (Possibly Pierre Andrieu)",Bd. Tr. approval 1/27/2000,          
previous_attribution,46503,1,baron François Gerard,"Gerard, François, baron",Attribution at time of acquisition,
previous_attribution,46539,3,American 20th Century,American 20th Century,Bd. Tr. approval 4/30/1969,
previous_attribution,46539,1,John Singer Sargent,"Sargent, John Singer",Attribution at time of gift,
previous_attribution,46539,2,John Singer Sargent (?),"Sargent, John Singer, (?)",Bd. Tr. approval 1/19/1965,
previous_attribution,46546,1,James McNeill Whistler,"Whistler, James McNeill",Attribution at time of acquisition,
previous_attribution,46554,1,Joseph Wright,"Wright, Joseph",Attribution at time of gift,
previous_attribution,46581,1,William Merritt Chase,"Chase, William Merritt",Attribution at time of gift,
previous_attribution,46592,1,Honoré Daumier,"Daumier, Honoré",Attribution at time of gift,
previous_attribution,46593,3,Follower of Jacques-Louis David,"David, Jacques-Louis, Follower of","Change memo 11/14/1983 (""Circle of"" was removed from the accepted list of NGA attribution terms in 1975, and by 1983 all attributions using the phrase had been changed)",
previous_attribution,46593,1,Jacques-Louis David,"David, Jacques-Louis",Attribution at time of gift,
previous_attribution,46593,2,Circle of Jacques-Louis David,"David, Jacques-Louis, Circle of",Bd. Tr. approval 5/3/1972,
previous_attribution,46601,1,Eugène Delacroix,"Delacroix, Eugène",Attribution at time of gift,
previous_attribution,46619,2,British School,British School,Bd. Tr. approval 1/19/65,
previous_attribution,46619,3,Attributed to British 18th Century,"British 18th Century, Attributed to",Bd. Tr. approval 5/4/89,
previous_attribution,46619,1,Eigleton (?),Eigleton (?),Attribution at time of gift,
previous_attribution,46628,1,Vincent van Gogh,"Gogh, Vincent van",Attribution at time of gift,
previous_attribution,46687,1,Georges Rouget,"Rouget, Georges",Attribution at time of acquisition,
previous_attribution,46712,1,Moïse Kisling,"Kisling, Moïse",Attribution at time of gift,
previous_attribution,46737,1,Austrian 17th Century,Austrian 17th Century,,
previous_title,46760,2,Hungry Dogs,,,
previous_attribution,47089,1,Louis Gabriel Moreau,"Moreau, Louis Gabriel",,2009-06-15
previous_attribution,47089,2,Louis-Nicolas van Blarenberghe,"Blarenberghe, Louis-Nicolas van","",1963-06-24
previous_attribution,47094,1,French 18th Century,French 18th Century,,
previous_attribution,47095,1,Jean-Honoré Fragonard,"Fragonard, Jean-Honoré",,
previous_attribution,47098,2,Jean-Honoré Fragonard,"Fragonard, Jean-Honoré",,
previous_attribution,47098,1,French 18th Century,French 18th Century,,
previous_attribution,47099,1,Giacomo Guardi,"Guardi, Giacomo",,
previous_attribution,47109,1,Attributed to Alexis Nicolas Perignon I,"Perignon I, Alexis Nicolas, Attributed to",,
previous_attribution,47114,1,Hubert Robert,"Robert, Hubert",,
previous_attribution,47119,1,Claude Joseph Vernet,"Vernet, Claude Joseph",,
previous_attribution,47183,1,Orazio Gentileschi,"Gentileschi, Orazio",,
previous_attribution,47209,1,Honoré Daumier,"Daumier, Honoré",Attribution at time of gift,
previous_attribution,47210,1,Honoré Daumier,"Daumier, Honoré",Attribution at time of gift,
previous_attribution,47212,1,Ethiopian 18th/19th Century,Ethiopian 18th/19th Century,Attribution at time of gift,
previous_attribution,47526,1,Jacques Bellange,"Bellange, Jacques",,
previous_attribution,47527,1,Jacques Bellange,"Bellange, Jacques",,
previous_attribution,47601,1,Attributed to Pieter van der Heyden after Pieter Bruegel the Elder,"Heyden, Pieter van der, Attributed to after Pieter Bruegel the Elder",attribution confirmed in Bruegel New Hollstein (2006),""
previous_attribution,47638,1,"Hans Liefrinck I, after Pieter van der Heyden, Pieter Bruegel the Elder","Liefrinck I, Hans, after Pieter van der Heyden, Pieter Bruegel the Elder",,
previous_title,48108,2,James and John Seek Honor,,,
previous_title,48236,2,Woman Poking the Fire,,,
previous_attribution,48248,1,Blair Rowlands Hughes-Stanton,"Hughes-Stanton, Blair Rowlands",,
previous_attribution,48249,1,Blair Rowlands Hughes-Stanton,"Hughes-Stanton, Blair Rowlands",,
previous_attribution,48741,1,Theodor Galle after Jan van der Straet,"Galle, Theodor after Jan van der Straet",,
previous_attribution,48743,1,Theodor Galle after Jan van der Straet,"Galle, Theodor after Jan van der Straet",,
previous_attribution,48744,1,Theodor Galle after Jan van der Straet,"Galle, Theodor after Jan van der Straet",,
previous_attribution,48745,1,Theodor Galle after Jan van der Straet,"Galle, Theodor after Jan van der Straet",,
previous_attribution,48746,1,Theodor Galle after Jan van der Straet,"Galle, Theodor after Jan van der Straet",,
previous_attribution,48747,1,Theodor Galle after Jan van der Straet,"Galle, Theodor after Jan van der Straet",,
previous_attribution,48748,1,Theodor Galle after Jan van der Straet,"Galle, Theodor after Jan van der Straet",,
previous_attribution,48749,1,Theodor Galle after Jan van der Straet,"Galle, Theodor after Jan van der Straet",,
previous_attribution,48750,1,Theodor Galle after Jan van der Straet,"Galle, Theodor after Jan van der Straet",,
previous_title,49061,2,Night Scene,,,
previous_attribution,49078,1,Utagawa Hiroshige,"Hiroshige, Utagawa",,
previous_title,49090,3,Tower of Donanworth,,,
previous_title,49120,2,"Roaring Rocks, Erwinna, Bucks County, PA",,,
previous_title,49142,2,Winter Landscape,,,
previous_attribution,49367,1,Garo Antreasian,"Antreasian, Garo",,
previous_attribution,49369,1,Garo Antreasian,"Antreasian, Garo",,
previous_attribution,49370,1,Garo Antreasian,"Antreasian, Garo",,
previous_attribution,49371,1,Garo Antreasian,"Antreasian, Garo",,
previous_attribution,50220,1,French 15th Century,French 15th Century,Attribution at time of acquisition,1964
previous_attribution,50246,1,Dutch 18th Century,Dutch 18th Century,Attribution at time of acquisition,          
previous_attribution,50297,1,Jean-Honoré Fragonard,"Fragonard, Jean-Honoré",,
previous_attribution,50302,1,American 19th Century,American 19th Century,Attribution at time of acquisition,
previous_attribution,50690,1,H.M.T. Powell,"Powell, H.M.T.",Attribution at time of gift,
previous_attribution,50690,2,American School,American School,"Bd. Tr. approval 4/30/1969; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""American School"".",
previous_attribution,50691,2,Attributed to Sturtevant J. Hamblin,"Hamblin, Sturtevant J., Attributed to",Bd. Tr. approval 9/29/82,
previous_attribution,50691,1,William Matthew Prior,"Prior, William Matthew",Attribution at time of gift,
previous_attribution,50701,1,American 18th Century,American 18th Century,,
previous_attribution,50704,1,American 18th Century,American 18th Century,,
previous_title,50714,2,Dr. Ben-Gurion,,,
previous_title,50715,2,Dr. Ben-Gurion,,,
previous_title,50716,2,"The Horses of St. Mark's, Venice",,,
previous_title,50718,2,Michelangelo before the Medici Tombs,,,
previous_attribution,50760,1,Jacques Prou II,"Prou II, Jacques",Attribution at time of acquisition,""
previous_attribution,50821,1,F. Mullen,"Mullen, F.",Attribution at time of gift,
previous_attribution,50823,1,Artist Unknown,Artist Unknown,Attribution at time of gift,
previous_attribution,50824,1,Artist Unknown,Artist Unknown,Attribution at time of gift,
previous_attribution,50830,1,American 18th Century,American 18th Century,,
previous_attribution,50841,1,Charles-Balthazar-Julien-Févret de Saint-Mémin,"Saint-Mémin, Charles-Balthazar-Julien-Févret de",,
previous_attribution,50842,1,James Sharples,"Sharples, James",,
previous_attribution,50843,1,James Sharples,"Sharples, James",,
previous_attribution,50850,2,Follower of Sir Thomas Lawrence,"Lawrence, Sir Thomas, Follower of",Bd. Tr. approval 1/25/73,
previous_attribution,50850,1,Sir Thomas Lawrence,"Lawrence, Sir Thomas",Attribution at time of gift,
previous_title,50872,2,"The ""Home Sweet Home"" Cottage, No. 3, Easthampton",,,
previous_attribution,50877,1,"Marguerite Kirmse
American (born Bournemouth, England), 1885-1954","Liseuse, Marguerite ",,
previous_attribution,50877,2,Marguerite ? Liseuse,"Liseuse, Marguerite ?",,
previous_attribution,50904,1,Gabriel Jacques de Saint-Aubin,"Saint-Aubin, Gabriel Jacques de",,
previous_attribution,51016,1,"Giuseppe Nicolo Vicentino, Parmigianino","Vicentino, Giuseppe Nicolo, Parmigianino",,
previous_attribution,51096,1,Jacob Jordaens,"Jordaens, Jacob","Attribution at time of acquisition
",
previous_attribution,51135,2,"Attributed to Hellenistic or Roman School, c. 200 B.C./150 A.D.","Hellenistic or Roman School, Attributed to, c. 200 B.C./150 A.D.",Bd. Tr. approval 10/4/90,
previous_attribution,51135,1,Hellenistic 2nd or 1st C. B.C.,Hellenistic 2nd or 1st C. B.C.,Attribution at time of gift,
previous_attribution,51139,1,American School,American School,Attribution at time of gift,
previous_attribution,51144,1,Unknown Artist,Unknown Artist,Attribution at time of gift,
previous_title,52104,2,Horizontal Landscape (Paysage en long),,,
previous_attribution,52140,1,Attributed to Philip Galle after Pieter Bruegel the Elder,"Galle, Philip, Attributed to after Pieter Bruegel the Elder",attribution confirmed in Galle New Hollstein (2001),""
previous_attribution,52145,1,Charles Angrand,"Angrand, Charles",Attribution at time of gift,
previous_attribution,52157,1,Attributed to Eugène Boudin,"Boudin, Eugène, Attributed to",Attribution at time of gift,
previous_attribution,52159,1,Attributed to Eugène Boudin,"Boudin, Eugène, Attributed to",Attribution at time of gift,
previous_attribution,52162,2,Manner of Eugène Boudin,"Boudin, Eugène, Manner of",Bd. Tr. approval 9/26/73,
previous_attribution,52162,1,Eugène Boudin,"Boudin, Eugène",Attribution at time of gift,
previous_attribution,52168,2,Manner of Honoré Daumier,"Daumier, Honoré, Manner of",Bd. Tr approval 5/2/1973,
previous_attribution,52168,1,Honoré Daumier,"Daumier, Honoré",Attribution at time of gift,
previous_attribution,52177,1,Paul Gauguin,"Gauguin, Paul",Attribution at time of gift,
previous_attribution,52182,1,Edouard Manet,"Manet, Edouard",Attribution at time of gift,
previous_attribution,52182,2,Manner of Edouard Manet,"Manet, Edouard, Manner of",Bd. Tr. approval 5/2/73,
previous_attribution,52183,1,Edouard Manet,"Manet, Edouard",Attribution at time of gift,
previous_attribution,52190,1,Paul Gauguin,"Gauguin, Paul",Attribution at time of gift,
previous_attribution,52206,1,Auguste Renoir,"Renoir, Auguste",Attribution at time of gift,
previous_attribution,52245,1,American School (?),American School (?),Attribution at time of gift,
previous_attribution,52246,1,Anglo-American School,Anglo-American School,Attribution at time of gift,
previous_attribution,52247,1,Anglo-American School,Anglo-American School,Attribution at time of gift,
previous_attribution,52250,2,Circle of John Hoppner,"Hoppner, John, Circle of",Bd. Tr. approval 1/25/73,
previous_attribution,52250,1,John Downman,"Downman, John",Attribution at time of gift,
previous_attribution,52251,2,Flemish 17th Century (Possibly Jan Boeckhorst),Flemish 17th Century (Possibly Jan Boeckhorst),Bd. Tr. approval 4/30/1998,
previous_attribution,52251,1,Sir Anthony van Dyck,"Dyck, Anthony van, Sir",Attribution at time of acquisition,
previous_attribution,52259,1,Attributed to Eugène Boudin,"Boudin, Eugène, Attributed to",Attribution at time of gift,
previous_attribution,52260,1,Mary Cassatt,"Cassatt, Mary",Attribution at time of gift,
previous_attribution,52262,1,Attributed to French 19th Century,"French 19th Century, Attributed to",Attribution at time of gift,
previous_attribution,52263,2,after Thomas Gainsborough,after Thomas Gainsborough,Bd. Tr. approval 1/25/73,
previous_attribution,52263,1,Thomas Gainsborough,"Gainsborough, Thomas",Attribution at time of gift,
previous_attribution,52264,2,after Thomas Gainsborough,after Thomas Gainsborough,Bd. Tr. approval 1/25/73,
previous_attribution,52264,1,Thomas Gainsborough,"Gainsborough, Thomas",Attribution at time of gift,
previous_attribution,52266,2,after Thomas Gainsborough,after Thomas Gainsborough,Bd. Tr. approval 1/25/73,
previous_attribution,52266,1,Thomas Gainsborough,"Gainsborough, Thomas",Attribution at time of gift,
previous_attribution,52267,1,Francisco de Goya,"Goya, Francisco de",,
previous_attribution,52268,1,Steven Etnier,"Etnier, Steven",Attribution at time of gift,
previous_attribution,52269,1,Circle of Benjamin Marshall,"Marshall, Benjamin, Circle of",Attribution at time of gift,
previous_attribution,52276,2,Attributed to Marco Ricci,"Ricci, Marco, Attributed to",Bd. Tr. approval 1/25/73,
previous_attribution,52276,1,Attributed to Marcellus Laroon,"Laroon, Marcellus, Attributed to",Attribution at time of gift,
previous_attribution,52404,1,Attributed to François Girardon,"Girardon, François, Attributed to",Attribution at time of gift,
previous_attribution,52405,1,Attributed to François Girardon,"Girardon, François, Attributed to",Attribution at time of gift,
previous_attribution,52454,2,Attributed to Sebastiano del Piombo,"Sebastiano del Piombo, Attributed to",Bd. Tr. approval 9/24/75,1975-09-24
previous_attribution,52454,1,Circle of Titian,"Titian, Circle of",,
previous_attribution,52455,2,Attributed to Sebastiano del Piombo,"Sebastiano del Piombo, Attributed to",Bd. Tr. approval 9/24/75,1975-09-24
previous_attribution,52455,1,Circle of Titian,"Titian, Circle of","
",          
previous_attribution,52457,1,Sir Peter Paul Rubens,"Rubens, Peter Paul, Sir","Attribution at time of acquisition
",
previous_attribution,52462,1,Attributed to Michael Sweerts,"Sweerts, Michael, Attributed to",,
previous_attribution,52467,1,Attributed to Master of the Egmont Album,"Master of the Egmont Album, Attributed to",,
previous_title,52511,2,Cacus Robbing the Cattle of Hercules,,,
previous_attribution,52607,1,Jacques Androuet Ducerceau I,"Ducerceau I, Jacques Androuet",,
previous_attribution,52623,1,Joos de Momper II,"Momper II, Joos de","Attribution at time of acquisition
",
previous_title,52626,2,Study for Marine Building Mural,,,
previous_attribution,52628,1,Bartholomeus Breenbergh,"Breenbergh, Bartholomeus",,
previous_attribution,52658,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52676,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52677,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52678,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52681,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52682,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52683,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52684,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52686,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52687,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52688,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52689,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52690,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52691,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52719,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52720,1,Esaias van de Velde I,"Velde I, Esaias van de",,
previous_attribution,52879,1,Guercino,Guercino,,
previous_attribution,52880,1,Hans Sebald Lautensack,"Lautensack, Hans Sebald",,
previous_attribution,52888,1,Bartholomeus Breenbergh,"Breenbergh, Bartholomeus",,
previous_attribution,52889,1,Bartholomeus Breenbergh,"Breenbergh, Bartholomeus",,
previous_attribution,52890,1,Bartholomeus Breenbergh,"Breenbergh, Bartholomeus",,
previous_attribution,52954,2,Unknown Artist,Unknown Artist,Bd. Tr. approval 10/31/85,
previous_attribution,52954,1,M.(?) Kranz,"Kranz, M.(?)",Attribution at time of gift,
previous_attribution,52967,1,Attributed to William John Wilgus,"Wilgus, William John, Attributed to",Attribution at time of gift,
previous_title,53039,2,"Leaves, Color, Light",,,
previous_attribution,53107,1,Marco Ricci,"Ricci, Marco",,
previous_attribution,53110,1,Toussaint Dubreuil,"Dubreuil, Toussaint",,
previous_attribution,53116,1,Ivan Le Lorraine Albright,"Albright, Ivan Le Lorraine",,
previous_attribution,53143,1,Attributed to Antonio Lombardo,"Lombardo, Antonio, Attributed to",Attribution at time of gift,
previous_attribution,53146,1,Hans Suess von Kulmbach,"Kulmbach, Hans Suess von",,
previous_attribution,53147,1,Attributed to Sir Anthony van Dyck,"Dyck, Sir Anthony van, Attributed to",,
previous_title,53262,3,The Drawing Book of Abraham Bloemaert,,,
previous_attribution,53265,1,Italian 19th Century,Italian 19th Century,,
previous_attribution,53283,1,Attributed to Battista Angolo del Moro,"Angolo del Moro, Battista, Attributed to",,
previous_attribution,53302,1,French 19th Century,French 19th Century,,
previous_attribution,53308,1,Chinese Liao Dynasty,Chinese Liao Dynasty,Attribution at time of gift,
previous_attribution,53362,1,Chinese Qing Dynasty or Chinese Republic,Chinese Qing Dynasty or Chinese Republic,Attribution at time of gift,
previous_attribution,53363,1,Chinese Qing Dynasty or Chinese Republic,Chinese Qing Dynasty or Chinese Republic,Attribution at time of gift,
previous_attribution,53364,1,Chinese Qing Dynasty or Chinese Republic,Chinese Qing Dynasty or Chinese Republic,Attribution at time of gift,
previous_attribution,53367,1,Japanese Edo or Meiji Period,Japanese Edo or Meiji Period,Attribution at time of gift,
previous_attribution,53368,1,Japanese Edo Period,Japanese Edo Period,Attribution at time of gift,
previous_attribution,53369,1,Japanese Edo or Meiji Period,Japanese Edo or Meiji Period,Attribution at time of gift,
previous_attribution,53395,2,Ferrarese 16th Century,Ferrarese 16th Century,Bd. Tr. approval 9/24/75,1975-09-24
previous_attribution,53395,1,Attributed to Benvenuto Tisi da Garofalo,"Garofalo, Benvenuto Tisi da, Attributed to",,
previous_attribution,53396,1,Ferrarese 16th Century,Ferrarese 16th Century,Bd. Tr. approval 9/24/75,
previous_attribution,53396,1,Attributed to Benvenuto Tisi da Garofalo,"Garofalo, Benvenuto Tisi da, Attributed to",,
previous_attribution,53402,1,Pier Francesco Mola,"Mola, Pier Francesco",,
previous_attribution,53407,1,Agostino dei Musi after Raphael,"Musi, Agostino dei after Raphael",,
previous_attribution,53409,1,Domenichino,Domenichino,,
previous_title,53512,2,Cubist Still Life No.2,,,
previous_title,53518,1,The Sleeping Boy,,,
previous_attribution,53528,1,Follower of Michael Pacher,"Pacher, Michael, Follower of",Attribution at time of gift,
previous_attribution,53529,1,Follower of Michael Pacher,"Pacher, Michael, Follower of",Attribution at time of gift,
previous_attribution,53530,1,Follower of Michael Pacher,"Pacher, Michael, Follower of",Attribution at time of gift,
previous_attribution,53531,1,Follower of Michael Pacher,"Pacher, Michael, Follower of",Attribution at time of gift,
previous_attribution,53591,1,Attributed to Lorenzo di Credi,"Lorenzo di Credi, Attributed to",,
previous_attribution,53592,1,Attributed to Lorenzo di Credi,"Lorenzo di Credi, Attributed to",,
previous_attribution,53593,1,Netherlandish 17th Century,Netherlandish 17th Century,,
previous_attribution,53823,1,Attributed to Gaspard Dughet,"Dughet, Gaspard, Attributed to",,
previous_attribution,53997,1,Netherlandish 16th Century,Netherlandish 16th Century,,
previous_attribution,53998,1,Netherlandish 16th Century,Netherlandish 16th Century,,
previous_attribution,54010,1,il Cigoli,"Cigoli, il",,
previous_attribution,54013,1,Giovanni Battista Piazzetta,"Piazzetta, Giovanni Battista",,
previous_attribution,54154,1,Attributed to Friedrich Sustris,"Sustris, Friedrich, Attributed to",,
previous_attribution,54156,1,Cornelis Ploos van Amstel and Various Artists,"Ploos van Amstel, Cornelis and Various Artists",,
previous_attribution,54159,1,after Antonio Canova,after Antonio Canova,,
previous_attribution,54165,1,B. Sziklay,"Sziklay, B.",,
previous_attribution,54166,1,Ivan Le Lorraine Albright,"Albright, Ivan Le Lorraine",,
previous_attribution,54190,1,Giovanni Battista Foggini,"Foggini, Giovanni Battista",Attribution at time of gift,
previous_attribution,54517,1,Lodewijk de Vadder,"Vadder, Lodewijk de",,
previous_attribution,54518,1,Lodewijk de Vadder,"Vadder, Lodewijk de",,
previous_attribution,54717,1,Lodewyk Toeput,"Toeput, Lodewyk",,
previous_attribution,54757,1,Circle of Giorgione,"Giorgione, Circle of",Attribution at time of gift,
previous_attribution,54976,1,Willem Kalf,"Kalf, Willem",Attribution at time of gift,
previous_attribution,55081,1,Manner of Federico Zuccari,"Zuccari, Federico, Manner of",,
previous_attribution,55125,1,Guglielmo della Porta,"Porta, Guglielmo della",,
previous_title,55135,3,Cavan,,,
previous_title,55136,4,Admiral Sir Erule Chatfield,,,
previous_title,55143,3,"President Harding, Full Face View",,,
previous_title,55144,3,"President Harding, Profile View",,,
previous_title,55146,3,Marechal Joffry,,,
previous_title,55152,3,Fournier Sarloves,,,
previous_title,55154,3,"Dr. Sze, Chinese Ambassador to the United States",,,
previous_title,55156,3,Sitter unidentified,,,
previous_title,55157,3,Sitter unidentified,,,
