mediaid,mediatype,title,description,duration,language,thumbnailurl,playurl,downloadurl,keywords,tags,imageurl,presentationdate,releasedate,lastmodified
645637275,audio,"Tintoretto Lecture Series, Part 4—In Situ: Tintoretto in Venice","<p>Eric Denker, Senior Lecturer and Manager of Gallery Talks and Lectures for Adults, National Gallery of Art</p>
<p>On the occasion of the exhibition of <i>Tintoretto: Artist of Renaissance Venice,</i> Eric Denker, senior lecturer at the National Gallery of Art presents a four-part lecture series examining Jacopo Tintoretto’s work in the context of 16th-century Venetian art, history, and culture. In this final lecture, “In Situ: Tintoretto in Venice,” held on May 14, 2019, Denker discusses the many masterpieces by the artist scattered throughout Venice. Tintoretto was both a superlative painter and an ambitious entrepreneur. As a native Venetian, he worked for the Republic of Venice, for the church, and for charitable confraternities throughout his long career, often for below-market prices. Without a carefully planned route through Venice it is difficult to understand the trajectory of Tintoretto’s career from his early experimental years to his mature work. This lecture offers a chronological itinerary that begins with the early work in the Accademia Galleries, proceeding to the church of the Madonna dell’Orto, the church of San Cassiano, the Scuola Grande di San Rocco and ends in the Ducal Palace.</p>
",4469,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/tintoretto-1.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F645637275&download=true,https://api.soundcloud.com/tracks/645637275/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"Tintoretto, Titian, Giorgione, Giovanni Bellini, Pordenone, Carpaccio, scuola, Scuola San Rocco, Palazzo Ducale, Scuola San Marco, Renaissance, High Renaissance","ngaweb:audio-video/video,ngaweb:audio-video/podcast-video,ngaweb:exhibitions/2019/drawing-in-tintorettos-venice,ngaweb:exhibitions/2019/venetian-prints-in-the-time-of-tintoretto,ngaweb:exhibitions/2019/tintoretto-the-artist-of-venice-at-500,ngaweb:constituents/6/6/8/1/Constituent_6681,ngaweb:constituents/1/9/2/9/Constituent_1929",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/tintoretto-1.jpg,2019-05-14 00:00:00-04,2019-06-25 00:00:00-04,2020-01-23 17:46:20-05
645675375,audio,If I Survive: Frederick Douglass and Family in the Walter O. Evans Collection ,"<p>Celeste-Marie Bernier,&nbsp;professor of United States and Atlantic Studies&nbsp;and personal chair in English literature, School of Literatures, Languages and Cultures, University of Edinburgh; in conversation with Walter O. Evans, collector</p>
<p>Walter O. Evans has spent decades collecting, curating, and conserving a wide variety of African American art, music, and literature in an effort to preserve the cultural history of African Americans. Part of his collection focuses on the nineteenth-century formerly enslaved statesman and abolitionist Frederick Douglass (c. 1818–1895). In addition to inscribed books from Douglass’s and his descendants’ libraries and printed editions of his speeches, the collection contains letters, manuscripts, and photographs. Much of the material is of a personal nature: correspondence between family members, family histories, and scrapbooks compiled by Douglass and his children; the scrapbooks, with their personal documents and familial relationships, illuminate Douglass in ways never before seen. In 2018 Celeste-Marie Bernier and Andrew Taylor of the University of Edinburgh published <i>If I Survive: Frederick Douglass and Family in the Walter O. Evans Collection</i>, a guide to the collection born of a longstanding collaboration between the authors and Dr. Evans. Within its pages they have reproduced letters, manuscripts, and photographs from the collection along with transcriptions and commentary that provide an invaluable resource for Douglass scholars. On Friday, April 26, 2019, in conjunction with the exhibition <i>In the Library: Frederick Douglass Family Materials from the Walter O. Evans Collection</i> at the National Gallery of Art, Bernier speaks with Evans about the role of his collection in scholarship on Douglass and the preservation of Douglass’s legacy for a new generation of Americans.</p>
",2925,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/evans-bernier-douglass.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F645675375&download=true,https://api.soundcloud.com/tracks/645675375/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"Celeste-Marie Bernier, Walter O. Evans, Frederick Douglass, If I Survive: Frederick Douglass and Family in the Walter O. Evans Collection, In the Library: Frederick Douglass Family Materials from the Walter O. Evans Collection, ","ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/frederick-douglass-walter-evans",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/evans-bernier-douglass.jpg,2019-04-26 00:00:00-04,2019-07-02 00:00:00-04,2019-08-05 09:45:12-04
676256387,audio,"Two Writers on Art, Music, and Modality","<p>Paul Carter Harrison, playwright and expert in African American theatre, and Quincy Troupe, poet, in conversation with Harry Cooper, senior curator and head of modern art, National Gallery of Art</p>
<p>American painter, printmaker, and sculptor Oliver Lee Jackson (b. 1935) has created a complex body of work which masterfully weaves together visual influences ranging from the Renaissance to modernism with principles of rhythm and improvisation drawn from his study of African cultures and American jazz. In a paired talk on May 19, 2019 at the National Gallery of Art, Paul Carter Harrison and Quincy Troupe, both writers and friends of Jackson, discussed their parallel pursuits of new avenues for creative thought and action. Harrison shared anecdotes from late-night studio discussions with Jackson, along with explanations of Jackson’s understanding of how his heritage factors into his work. Troupe read from his poetry and talked about the social and artistic environment in St. Louis, Missouri, that produced jazz musicians Miles Davis and Julius Hemphill, as well as the Black Arts Group that supported Jackson’s early work. Harrison and Troupe were then joined by curator Harry Cooper for a brief conversation.</p>
",4962,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnailsharrison-troupe.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F676256387&download=true,https://api.soundcloud.com/tracks/676256387/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,,"ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/oliver-lee-jackson-recent-paintings,ngaweb:constituents/3/8/3/5/8/Constituent_38358",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/harrison-troupe.jpg,2019-05-19 00:00:00-04,2019-09-03 00:00:00-04,2019-09-04 12:23:05-04
645776580,audio,Shared Exploration: Music and the Visual Arts,"<p>Oliver Lee Jackson, artist; Marty Ehrlich and Oliver Lake, musicians; and Harry Cooper, senior curator and head of modern art, National Gallery of Art, in conversation with A.B. Spellman, poet, music critic, and arts administrator American painter, printmaker, and sculptor Oliver Lee Jackson (b. 1935) has created a complex body of work that masterfully weaves together visual influences ranging from the Renaissance to modernism with principles of rhythm and improvisation drawn from his study of African cultures and American jazz. On view from April 14 through September 15, 2019, at the National Gallery of Art, the exhibition Oliver Lee Jackson: Recent Paintings presents 18 paintings created over the past 15 years, many of which are being shown publicly for the first time. Jackson’s often large-scale paintings blend figural elements of bodies pointing, kneeling, drawing, and playing instruments with colorful abstract compositions and vigorously worked surfaces. To celebrate the exhibition opening, the Gallery hosted Evenings at the Edge performances by the Marty Ehrlich Ensemble and TRIO 3, featuring Oliver Lake, Reggie Workman, and Andrew Cyrille—collaborators of Jackson and the influential Black Artists Group. On April 12, 2019, A. B. Spellman, distinguished poet, music critic, and arts administrator, moderated a post-concert discussion with renowned jazz musicians Ehrlich and Lake, along with Jackson and senior curator Harry Cooper. The conversation explored the relationship between music and the visual arts, ranging from shared experiences in Saint Louis in the 1960s to the present day.</p>
",3815,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/shared-exploration.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F645776580&download=true,https://api.soundcloud.com/tracks/645776580/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,,"ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/oliver-lee-jackson-recent-paintings",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/shared-exploration.jpg,2019-04-12 00:00:00-04,2019-07-09 00:00:00-04,2019-07-12 21:12:19-04
648679655,audio,"The Roles and Representations of Animals in Japanese Art and Culture, Part 1—The War of the Twelve Animals: Anthropomorphosis and Allegory in Medieval Japan","<p>Sarah E. Thompson, curator of Japanese art, Museum of Fine Arts, Boston</p>
<p>Artworks representing animals—real or imaginary, religious or secular—span the full breadth and splendor of Japanese artistic production. As the first exhibition devoted to the subject, <i>The Life of Animals in Japanese Art</i> covers 17 centuries (from the fifth century to the present day) and a wide variety of media. At the symposium held on June 7, 2019, in conjunction with the exhibition, Sarah E. Thompson discussed <i>The War of the Twelve Animals</i>, a fifteenth-century narrative handscroll, also known in many later copies, that depicts a war between the Twelve Animals of the East Asian zodiac and the rebel animals led by the <i>tanuki</i>, or “raccoon dog.” According to Thompson, the original work was created at the court of the retired shogun Ashikaga Yoshimitsu and refers to the events of the Oei Disturbance of 1399–1400, with animal characters representing the competing warriors; Yoshimitsu himself is the dragon. This interpretation counters the more common view that animal-to-human comparisons are inevitably negative. While the rebel animals are indeed mocked, the Twelve Animals and especially their leader are glorified, although humorous animal allegory masks any arrogance. </p>
",1952,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/japanese-animals-symposium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F648679655&download=true,https://api.soundcloud.com/tracks/648679655/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,The Life of Animals in Japanese Art,"ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/life-of-animals-in-japanese-art",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/japanese-animals-symposium.jpg,2019-06-07 00:00:00-04,2019-07-09 00:00:00-04,2019-07-12 21:18:29-04
648680477,audio,"The Roles and Representations of Animals in Japanese Art and Culture, Part 2—A Compassionate Heart for Pitiful Beasts: Animals in Japanese Religions","<p>Barbara Rossetti Ambros, professor in East Asian religions and department chair, department of religious studies, University of North Carolina at Chapel Hill, and co-chair, Animals and Religion Group, American Academy of Religions</p>
<p>Artworks representing animals—real or imaginary, religious or secular—span the full breadth and splendor of Japanese artistic production. As the first exhibition devoted to the subject, <i>The Life of Animals in Japanese Art</i> covers 17 centuries (from the fifth century to the present day) and a wide variety of media. At the symposium held on June 7, 2019, in conjunction with the exhibition, Barbara Rossetti Ambros spoke on the variety of roles animals have played in religious rituals in Japan, such as offerings and instruments of divination at Shinto shrines as well as Buddhist mortuary rituals and “life releases,” in which the lives of animals destined for slaughter are saved. Ambros described how religious views of animals influenced human interactions with animals through the example of Buddhist life releases and KanÅ Eitai's early nineteenth-century painting of such a ritual. Life releases served as a critique of prevalent social practices toward animals and demonstrated the virtues of compassion and filial piety.</p>
",2048,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/japanese-animals-symposium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F648680477&download=true,https://api.soundcloud.com/tracks/648680477/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,The Life of Animals in Japanese Art,"ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/life-of-animals-in-japanese-art",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/japanese-animals-symposium.jpg,2019-06-07 00:00:00-04,2019-07-09 00:00:00-04,2019-07-12 21:22:30-04
648682172,audio,"The Roles and Representations of Animals in Japanese Art and Culture, Part 3—Bookish Beasts: Reading Animals in Japanese Illustrated Fiction","<p>R. Keller Kimbrough, professor of Japanese, department of Asian languages and civilizations, University of Colorado, Boulder</p>
<p>Artworks representing animals—real or imaginary, religious or secular—span the full breadth and splendor of Japanese artistic production. As the first exhibition devoted to the subject, <i>The Life of Animals in Japanese Art</i> covers 17 centuries (from the fifth century to the present day) and a wide variety of media. At the symposium held on June 7, 2019, in conjunction with the exhibition, R. Keller Kimbrough explored the roles and representations of animals in Japanese picture scrolls and illustrated books from the sixteenth, seventeenth, and early eighteenth centuries. In particular he addressed a series of questions pertaining to the nature of animals and humans. How should we treat animals, based on what we can learn about them in Japanese illustrated fiction? How might we choose to behave if or when we find ourselves reborn into the animal realm?</p>
",1960,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/japanese-animals-symposium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F648682172&download=true,https://api.soundcloud.com/tracks/648682172/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,The Life of Animals in Japanese Art,"ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/life-of-animals-in-japanese-art",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/japanese-animals-symposium.jpg,2019-06-07 00:00:00-04,2019-07-09 00:00:00-04,2019-07-12 21:26:23-04
648682754,audio,"The Roles and Representations of Animals in Japanese Art and Culture, Part 4—East Meets West: The Introduction of Exotic Animals to Japan","<p>Rory A. W. Browne, director of the academic advising center and associate dean of Morrissey College of Arts and Sciences, Boston College</p>
<p>Artworks representing animals—real or imaginary, religious or secular—span the full breadth and splendor of Japanese artistic production. As the first exhibition devoted to the subject, <i>The Life of Animals in Japanese Art</i> covers 17 centuries (from the fifth century to the present day) and a wide variety of media. At the symposium held on June 7, 2019 in conjunction with the exhibition, Rory A. W. Browne discussed artistic depictions of unfamiliar animals in Japanese life. People in Japan’s busy cities and agrarian villages longed to see and possess strange and spectacular birds and beasts, whether from inaccessible parts of its far-flung archipelago or from overseas. Visitors and merchants from China, Korea, and the Netherlands often fed that hunger for the exotic with both domesticated and wild animals, whether as tribute and prestige gifts for rulers and aristocrats or as pets traded to all levels of society. In doing so, they changed irrevocably Japan’s perception and knowledge of the natural world and its ecosystem.</p>
",2280,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/japanese-animals-symposium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F648682754&download=true,https://api.soundcloud.com/tracks/648682754/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,The Life of Animals in Japanese Art,"ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/life-of-animals-in-japanese-art",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/japanese-animals-symposium.jpg,2019-06-07 00:00:00-04,2019-07-09 00:00:00-04,2019-07-12 21:29:15-04
678550347,audio,Press Event: The Eye of the Sun: Nineteenth-Century Photographs from the National Gallery of Art,"<p>At the press preview for <i>The Eye of the Sun: Nineteenth-Century Photographs from the National Gallery of Art </i>on Wednesday, September 4, 2019, remarks by Kaywin Feldman, director, National Gallery of Art, were followed by a tour of the exhibition by Diane Waggoner, curator of 19th-century photographs, National Gallery of Art.</p>
",3217,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/press-eye-of-the-sun.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F678550347&download=true,https://api.soundcloud.com/tracks/678550347/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,,"ngaweb:audio-video/press,ngaweb:exhibitions/2019/eye-sun-nineteenth-century-photos,ngaweb:audio-video/audio,ngaweb:audio-video/podcast-press-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/press-eye-of-the-sun.jpg,2019-09-04 00:00:00-04,2019-09-04 00:00:00-04,2019-09-11 16:32:05-04
648683180,audio,"The Roles and Representations of Animals in Japanese Art and Culture, Part 5—Let the Animals Speak: The Language of Animals in Japan","<p>Daniel McKee, adjunct assistant professor and bibliographer, department of Asian studies, Cornell University</p>
<p>Artworks representing animals—real or imaginary, religious or secular—span the full breadth and splendor of Japanese artistic production. As the first exhibition devoted to the subject, <i>The Life of Animals in Japanese Art</i> covers 17 centuries (from the fifth century to the present day) and a wide variety of media. At the symposium held on June 7, 2019, in conjunction with the exhibition, Daniel McKee focused on the importance of historical context in interpreting Japanese art. The first part of his talk demonstrated the value of adding iconography and the circumstances of production to the aesthetic analysis of a single work from the exhibit. The second and main part outlined chronologically the history of animal representations in Japanese painting, finding that social and political interests outweighed the commonly assumed “Japanese love of nature.”&nbsp;&nbsp; </p>
",2133,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/japanese-animals-symposium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F648683180&download=true,https://api.soundcloud.com/tracks/648683180/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,The Life of Animals in Japanese Art,"ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/life-of-animals-in-japanese-art",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/japanese-animals-symposium.jpg,2019-06-07 00:00:00-04,2019-07-09 00:00:00-04,2019-07-12 21:32:26-04
648683798,audio,"The Roles and Representations of Animals in Japanese Art and Culture, Part 6—Art, Science, and the Representation of Nature","<p>Federico Marcon, associate professor of East Asian studies and history and director of graduate studies, Princeton University</p>
<p>Artworks representing animals—real or imaginary, religious or secular—span the full breadth and splendor of Japanese artistic production. As the first exhibition devoted to the subject, <i>The Life of Animals in Japanese Art</i> covers 17 centuries (from the fifth century to the present day) and a wide variety of media. At the symposium held on June 7, 2019, in conjunction with the exhibition, Federico Marcon discussed the fascination with animals that was characteristic of early modern Japan. Animals were the main attractions of street shows, theatrical performances, and illustrated fictions and were collected as pets and specimens. According to Marcon, scholars engaged in the study of birds, insects, fish, and beasts, and illustrations played a fundamental role in documenting research, conveying information, and aiding taxonomical precision.</p>
",2552,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/japanese-animals-symposium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F648683798&download=true,https://api.soundcloud.com/tracks/648683798/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,The Life of Animals in Japanese Art,"ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/life-of-animals-in-japanese-art",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/japanese-animals-symposium.jpg,2019-06-07 00:00:00-04,2019-07-09 00:00:00-04,2019-07-12 21:36:15-04
648684281,audio,"The Roles and Representations of Animals in Japanese Art and Culture, Part 7—Animals in Contemporary Japanese Art and Fashion","<p>Miwako Tezuka, consulting curator, Reversible Destiny Foundation</p>
<p>Artworks representing animals—real or imaginary, religious or secular—span the full breadth and splendor of Japanese artistic production. As the first exhibition devoted to the subject, <i>The Life of Animals in Japanese Art</i> covers 17 centuries (from the fifth century to the present day) and a wide variety of media. At the symposium held on June 7, 2019 in conjunction with the exhibition, Miwako Tezuka discussed how the relationship between animals and humans has changed since the premodern era in Japan. Tezuka examined select contemporary artworks and fashion designs from the exhibition and described uniquely contemporary approaches to animals, or in Japanese, <i>dÅbutsu</i>—“things that move.”</p>
",1795,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/japanese-animals-symposium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F648684281&download=true,https://api.soundcloud.com/tracks/648684281/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,The Life of Animals in Japanese Art,"ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/life-of-animals-in-japanese-art",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/japanese-animals-symposium.jpg,2019-06-07 00:00:00-04,2019-07-09 00:00:00-04,2019-07-12 21:38:55-04
649155632,audio,Press Event: By the Light of the Silvery Moon: A Century of Lunar Photographs,"<p>At the press event for <i>By the Light of the Silvery Moon: A Century of Lunar Photographs</i> on Tuesday, July 9, 2019, a tour was given by Diane Waggoner, curator of 19th-century photographs, National Gallery of Art. She was introduced by Sarah Greenough, senior curator and head of the department of photographs, National Gallery of Art.</p>
",2889,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/press-lunar-photographs.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F649155632&download=true,https://api.soundcloud.com/tracks/649155632/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,,"ngaweb:audio-video/press,ngaweb:exhibitions/2019/century-of-lunar-photographs-1850s-apollo-11,ngaweb:audio-video/audio,ngaweb:audio-video/podcast-press-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/press-lunar-photographs.jpg,2019-07-09 00:00:00-04,2019-07-09 00:00:00-04,2019-09-11 16:33:23-04
747122014,audio,"Art and Photography in the Heroic Age of Antarctic Exploration, Part II","<p>David Gariff, Senior Lecturer, National Gallery of Art</p>
<p>In celebration of the 50th anniversary of the Apollo 11 moon landing, this two-part lecture examines art and photography created during the Heroic Age of Antarctic Exploration (from the end of the 19th century to 1922). The Antarctic expeditions of Robert Falcon Scott, Roald Amundsen, Ernest Shackleton, and Douglas Mawson were the equivalent of NASA’s Mercury, Gemini, and Apollo programs.</p>
<p>Antarctica was the last place on earth to be discovered and explored. It was, to many, like going to the moon—and, indeed, photographs of the polar landscape resemble images of the lunar surface. Today, locations on the moon attest to the continuing link between the heroic accomplishments of Antarctic explorers and lunar astronauts. “Shackleton,” named after the Antarctic explorer, is an impact crater at the south pole of the moon. And NASA is now working to send American astronauts to the lunar south pole, a place no human has ever gone before.</p>
<p>Artists and photographers, most notably Herbert Ponting and Frank Hurley, accompanied the various Antarctic expeditions. These artist-explorers made photographs, films, paintings, and drawings that reveal the triumphs and tragedies of first attempts to reach the South Pole. In Part II of this lecture, presented on November 21, 2019, senior lecturer David Gariff explores the artists and photographers who visually documented the Antarctic continent during this heroic age of 20th-century exploration. </p>
",7657,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/antarctic-exploration.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F747122014&download=true,https://api.soundcloud.com/tracks/747122014/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"Sir John Franklin, Robert Falcon Scott, Roald Amundsen, Ernest Shackleton, Douglas Mawson, Herbert Ponting, Frank Hurley, Edward O. Wilson, George Marston, Caspar David Friedrich, John Ward of Hull, Frederic Edwin Church, Sir Edwin Landseer","ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2019/century-of-lunar-photographs-1850s-apollo-11,ngaweb:constituents/6/8/8/5/Constituent_6885,ngaweb:constituents/1/1/3/8/Constituent_1138,ngaweb:constituents/3/1/0/5/6/Constituent_31056",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/antarctic-exploration.jpg,2019-11-18 00:00:00-05,2020-01-21 00:00:00-05,2020-04-17 22:07:10-04
649164074,audio,Jarob Ortiz | nga,"<p>Jarob J. Ortiz, is a large-format photographer with the Heritage Documentation Programs of the National Park Service (NPS). In the winter of 2015, the NPS commenced a job search for the next Ansel Adams (1902–1984), the landscape photographer commissioned by the NPS in the 1940s to document nature in US National Parks. Ortiz, a Milwaukee native, was selected out of 5,000 applicants as a staff photographer for the Heritage Documentation Programs. Through recordings from a lecture held on April 18, 2017, at the National Gallery of Art, interviews, and an on-location shoot in the Shenandoah, Ortiz illustrates the story of the processes and photographs he has taken while serving in this important role and discusses his journey and experience as a photographer in the field.&nbsp;</p>
",572,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/jarob-ortiz-nga.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F649164074&download=true,https://api.soundcloud.com/tracks/649164074/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"Jarob Ortiz, Jarob J. Ortiz, Photography, photographer, nature photography, nature photographer, architectural photography, urban decay, technical photography, field photography, large format photography, view camera photography, 8x10 camera photography, traditional photography, darkroom, film, Gary Indiana, Milwaukee photographer, Ansel Adams, Park Service photographer","ngaweb:audio-video/audio,ngaweb:audio-video/podcast-press-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/jarob-ortiz-nga.jpg,2017-04-18 00:00:00-04,2019-06-04 00:00:00-04,2019-07-10 13:12:12-04
649701332,audio,"Reflections on the Collection: The Edmond J. Safra Visiting Professors at the National Gallery of Art: Richard J. Powell on Archibald J. Motley Jr., Portrait of My Grandmother (1922)","<p>Richard J. Powell (John Spencer Bassett Professor of Art and Art History at Duke University and former Edmond J. Safra Visiting Professor at the National Gallery of Art) discusses Archibald J. Motley Jr.’s painting <i>Portrait of My Grandmother </i>(1922). Powell describes the arresting power of the artist’s loving portrayal of Emily Simms Motley, a woman born in slavery and hardworking all her long life, asserting its place among the other Jazz Age paintings for which the artist is well known.</p>
",661,en,https://www.nga.gov/content/dam/ngaweb/audio-video/video/thumbnails/safra-powell.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F649701332&download=true,https://api.soundcloud.com/tracks/649701332/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"strelke, safra, casva, professors","ngaweb:audio-video/casva/safra,ngaweb:audio-video/podcast-video,ngaweb:audio-video/video,ngaweb:constituents/4/6/2/2/2/Constituent_46222,ngaweb:artobjects/2/0/6/0/6/6/ArtObject_206066",https://www.nga.gov/content/dam/ngaweb/audio-video/video/infoboxes/safra-powell.jpg,2019-07-16 00:00:00-04,2019-07-16 00:00:00-04,2019-07-11 13:55:37-04
655352978,audio,From the Cathedral to the Billiard Room: Tracing the History of a Medieval Stained Glass Window from the William A. Clark Collection ,"<p>Elizabeth Dent, exhibition associate, National Gallery of Art</p>
<p>In 2014 the National Gallery of Art acquired a thirteenth-century French stained glass window from the Corcoran Gallery of Art. Originating in Soissons Cathedral in northern France, the window came into possession of Senator William A. Clark of Montana (1839–1925) around the turn of the century and was installed in the billiard room of his 121-room mansion on Fifth Avenue in New York City, popularly referred to as “Clark’s Folly.” In this lecture, as part of the Works in Progress Lecture Series, on April 15, 2019 Elizabeth Dent discusses the iconography and history of the window, from its original devotional contexts at Soissons to its acquisition by Clark and its role within the decorative scheme of the mansion.</p>
",2131,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/dent-clark-collection.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F655352978&download=true,https://api.soundcloud.com/tracks/655352978/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,,"",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/dent-clark-collection.jpg,2019-04-15 00:00:00-04,2019-07-30 00:00:00-04,2019-07-30 13:29:52-04
655353251,audio,Mary Pinchot Meyer: Artist ,"<p>Mollie Berger Salah, curatorial assistant, department of prints and drawings, National Gallery of Art.</p>
<p>In this lecture on May 6, 2019, as part of the Works in Progress Lecture Series at the National Gallery of Art, Mollie Salah examines the work of color painter Mary Pinchot Meyer who worked contemporaneously with, and in some cases alongside, artists such as Anne Truitt and Kenneth Noland. Meyer’s sole concern is color. Never garish, her balance of tone and hue creates even compositions where color dominates and appears to extend beyond the bounds of the canvas.</p>
",1562,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/salah-meyer.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F655353251&download=true,https://api.soundcloud.com/tracks/655353251/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,,"",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/salah-meyer.jpg,2019-05-06 00:00:00-04,2019-07-30 00:00:00-04,2019-07-30 13:29:28-04
